"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"4705";12900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Carens";"III (2006-2012)";2006;"132 600 km";"1 998 cm3";"Benzyna";"145 KM";"Manualna";NA;"Minivan";5;7;"Niebieski";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"2.0 EX";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4706";72900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2018;"107 000 km";"1 685 cm3";"Diesel";"141 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;"Francja";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDI GT Line 2WD DCT";"129 g/km";"Tak";NA;"Tak";NA;NA;"05/07/2018";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4707";26300;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Rio";"III (2011-)";2012;"54 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDI";"113 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4708";3300;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2006;"207 000 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czarny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.1";"125 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4709";12800;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2007;"199 850 km";"1 582 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 Crdi Comfort +";NA;"Tak";"Tak";"Tak";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4710";33900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sorento";"I (2002-2009)";2008;"176 000 km";"2 497 cm3";"Diesel";"170 KM";"Automatyczna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"2.5 CRDi Voyage";NA;NA;NA;"Tak";NA;NA;"10/04/2008";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4711";12900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2007;"206 000 km";"1 582 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czarny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 CRDi";"126 g/km";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4712";42990;"PLN";"Firmy";"Osobowe";"Kia";"Soul";"II (2014-)";2014;"74 600 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Inny kolor";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI XL";"158 g/km";"Tak";NA;NA;NA;NA;"22/07/2014";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4713";43900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2015;"62 000 km";"1 582 cm3";"Diesel";"136 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Francja";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;"09/10/2022";NA;"09/10/2015";NA;NA;"PKN87957";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4714";27900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"II (2004-2010)";2009;"125 600 km";"1 991 cm3";"Diesel";"150 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Srebrny";"Tak";NA;"W³ochy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 d Expedition";"187 g/km";NA;NA;"Tak";NA;NA;"11/11/2009";NA;NA;"DY872VZ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4715";15000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"II (2011-)";2013;"59 600 km";"998 cm3";"Benzyna";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Srebrny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.0";"99 g/km";NA;NA;NA;NA;NA;NA;NA;NA;"PSZ74997";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4716";28900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2015;"159 700 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI";"135 g/km";NA;NA;NA;NA;NA;"07/07/2015";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4717";79700;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2017;"50 000 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";NA;"SUV";5;5;"Bia³y";NA;NA;"Austria";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"136 g/km";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4718";15500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2008;"150 000 km";"1 591 cm3";"Benzyna";"126 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Szary";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CVVT SW";"154 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4719";41500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2012;"156 000 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.7 CRDI M 2WD";"139 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4720";48800;"PLN";"Firmy";"Osobowe";"Kia";"Niro";NA;2019;"61 000 km";"1 580 cm3";"Hybryda";"105 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Inny kolor";"Tak";NA;"Francja";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 GDI Hybrid L Business Line";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4721";20900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Venga";NA;2010;"151 450 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi 90";"124 g/km";NA;NA;"Tak";NA;NA;"08/10/2010";"Tak";NA;"PZ4755V";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4722";62900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Stonic";NA;2018;"27 000 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"¯ó³ty";NA;NA;"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 L";NA;NA;NA;"Tak";"03/03/2025";NA;NA;"Tak";NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4723";15900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Pro_cee'd";NA;2008;"120 000 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kompakt";3;5;"Czerwony";NA;NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 Optimum +";"145 g/km";NA;NA;NA;NA;NA;"24/07/2008";NA;NA;"SRB86Y9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4724";43900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2012;"175 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";NA;"SUV";5;5;"Czarny";"Tak";NA;"Holandia";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 GDI L 2WD";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4725";85900;"PLN";"Firmy";"Osobowe";"Kia";"Optima";NA;2018;"100 240 km";"1 685 cm3";"Diesel";"141 KM";"Manualna";"Na przednie ko³a";"Sedan";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"05/03/2018";NA;"Tak";"CC28963";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4726";109470;"PLN";"Firmy";"Osobowe";"Kia";"Stinger";NA;2019;"9 500 km";"1 998 cm3";"Benzyna";"245 KM";"Automatyczna";"4x4 (sta³y)";"Coupe";5;5;"Czarny";"Tak";"Tak";"Stany Zjednoczone";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 T-GDI L";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4727";6500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2004;"137 200 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;4;"Srebrny";"Tak";NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.1 (els4)";"125 g/km";NA;NA;"Tak";NA;NA;"28/02/2005";"Tak";NA;"SG8976R";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4728";129900;"PLN";"Firmy";"Osobowe";"Kia";"XCeed";NA;2020;"1 979 km";"1 580 cm3";"Hybryda";"105 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Z³oty";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI DCT6 OPF Plug-in-Hybrid";"29 g/km";NA;"Tak";"Tak";"17/04/2027";"150 000 km";"17/04/2020";"Tak";NA;"SR2343N";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4729";6300;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Magentis";NA;2005;"154 000 km";"1 997 cm3";"Benzyna";"136 KM";"Manualna";NA;"Sedan";4;NA;"Bordowy";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4730";20000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"II (2004-2010)";2008;"240 000 km";"1 991 cm3";"Diesel";"140 KM";"Manualna";NA;"SUV";5;NA;"Zielony";NA;NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4731";9999;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Carens";"III (2006-2012)";2006;"298 000 km";"1 991 cm3";"Diesel";"140 KM";"Manualna";NA;"Minivan";5;NA;"Srebrny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"2.0 CRDi Voyage 7os";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4732";45900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2011;"151 000 km";"1 998 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Bia³y";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4733";18000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2010;"155 620 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";NA;"Kompakt";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 Comfort";NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;"SK580NV";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4734";77700;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"IV (2016-)";2016;"44 600 km";"1 995 cm3";"Diesel";"136 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Bordowy";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;"07/11/2016";"Tak";"Tak";"CT5700R";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4735";24900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"142 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi 90";"109 g/km";NA;NA;NA;NA;NA;"27/03/2013";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4736";63900;"PLN";"Firmy";"Osobowe";"Kia";"Optima";NA;2017;"72 059 km";"1 685 cm3";"Diesel";"141 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czarny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDI M";"121 g/km";NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4737";79900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"IV (2016-)";2019;"38 000 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Srebrny";"Tak";NA;"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI M 2WD";"156 g/km";NA;NA;"Tak";"01/02/2026";NA;"01/02/2019";"Tak";NA;"POS91565";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4738";47900;"PLN";"Firmy";"Osobowe";"Kia";"Optima";NA;2015;"91 000 km";"2 398 cm3";"Benzyna";"178 KM";"Automatyczna";"Na przednie ko³a";"Sedan";4;5;"Czarny";"Tak";NA;"Kanada";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4739";43900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2011;"167 000 km";"1 995 cm3";"Diesel";"136 KM";"Automatyczna";"4x4 (sta³y)";"SUV";5;5;"Br¹zowy";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"20/12/2011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4740";65000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2015;"77 000 km";"1 998 cm3";"Benzyna";"166 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Srebrny";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";"2.0 GDI XL AWD";"193 g/km";NA;NA;"Tak";NA;NA;"30/09/2017";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4741";10300;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2010;"174 000 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;4;"Czarny";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.1";NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4742";54850;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2019;"27 244 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;NA;"03/12/2019";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4743";7300;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2005;"168 000 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Niebieski";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.1";"125 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4744";31600;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2015;"119 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 CRDi L";"113 g/km";NA;NA;NA;NA;"119 000 km";"04/03/2015";NA;NA;"M";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4745";23500;"PLN";"Firmy";"Osobowe";"Kia";"Venga";NA;2010;"166 561 km";"1 400 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Bia³y";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4746";21500;"PLN";"Firmy";"Osobowe";"Kia";"Venga";NA;2010;"195 345 km";"1 400 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Bia³y";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"05/08/2010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4747";52500;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2012;"178 410 km";"1 998 cm3";"Benzyna";"163 KM";"Manualna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Czarny";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;"21/08/2012";"Tak";"Tak";"FZI96358";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4748";29500;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2013;"192 762 km";"1 400 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4749";80690;"PLN";"Firmy";"Osobowe";"Kia";"XCeed";NA;2021;"11 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Niebieski";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.0 T-GDI M";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4750";13900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2008;"184 000 km";"1 396 cm3";"Benzyna";"105 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;"Austria";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 L";"143 g/km";"Tak";NA;"Tak";NA;NA;"24/10/2008";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4751";43900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2011;"155 000 km";"1 998 cm3";"Benzyna+LPG";"163 KM";"Manualna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Bia³y";NA;NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"181 g/km";"Tak";"Tak";NA;NA;NA;"17/06/2011";"Tak";NA;"WL1997E";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
